@relation data
@attribute UF {'Rondonia', 'Roraima', 'Amapa', 'Tocantins', 'Distrito Federal'}
@attribute V1022 {'Urbana', 'Rural'}
@attribute V2001 {5, 1, 6, 3, 4, 2, 8, 9, 13, 7, 11, 12, 10, 19}
@attribute V2010 {'Parda', 'Branca', 'Preta', 'Indigena', 'Amarela'}
@attribute V3001 {'Sim', 'Nao'}
@attribute V4001 {'Sim', 'Nao'}
@attribute V4025 {'Nao', 'Sim'}
@attribute V4029 {'Sim', 'Nao'}

@data
Amapa,Urbana,4,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,?,?,?
Amapa,Urbana,3,Branca,Sim,Sim,?,?
Amapa,Urbana,3,Parda,Sim,Sim,?,?
Amapa,Urbana,3,Branca,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Nao,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Sim,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,?,?,?
Amapa,Urbana,9,Parda,?,?,?,?
Amapa,Urbana,9,Parda,Sim,?,?,?
Amapa,Urbana,6,Parda,Sim,Sim,?,?
Amapa,Urbana,6,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,6,Branca,Sim,Nao,?,?
Amapa,Urbana,6,Branca,Sim,Nao,?,?
Amapa,Urbana,6,Preta,Sim,Nao,?,?
Amapa,Urbana,6,Parda,?,?,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,2,Parda,?,?,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Branca,Sim,Nao,?,?
Amapa,Urbana,4,Branca,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Sim,?,?
Amapa,Urbana,2,Parda,Nao,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Nao,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Nao,Nao,?,?
Amapa,Urbana,4,Branca,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,4,Branca,?,?,?,?
Amapa,Urbana,4,Branca,?,?,?,?
Amapa,Urbana,3,Branca,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,?,?,?,?
Amapa,Urbana,3,Parda,?,?,?,?
Amapa,Urbana,3,Branca,Sim,Sim,?,?
Amapa,Urbana,3,Branca,Sim,Sim,?,?
Amapa,Urbana,3,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Branca,Sim,?,?,?
Amapa,Urbana,3,Branca,Sim,Sim,Nao,?
Amapa,Urbana,3,Branca,Sim,Nao,?,?
Amapa,Urbana,3,Branca,Nao,?,?,?
Amapa,Urbana,5,Parda,Sim,Sim,Nao,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Parda,?,?,?,?
Amapa,Urbana,5,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Branca,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Indigena,Sim,Nao,?,?
Amapa,Urbana,5,Branca,Nao,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Sim,?,?
Amapa,Urbana,5,Parda,Sim,Sim,Nao,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Branca,Sim,Nao,Sim,Nao
Amapa,Urbana,4,Parda,Nao,?,?,?
Amapa,Urbana,4,Parda,?,?,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Branca,Sim,Sim,Sim,Nao
Amapa,Urbana,9,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Branca,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Branca,Sim,Nao,?,?
Amapa,Urbana,9,Branca,?,?,?,?
Amapa,Urbana,4,Parda,Nao,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,?,?,?
Amapa,Urbana,5,Branca,Sim,Sim,Nao,Sim
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Branca,Sim,Nao,?,?
Amapa,Urbana,5,Branca,?,?,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Parda,Sim,Sim,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,?,?,?,?
Amapa,Urbana,5,Parda,?,?,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Preta,Sim,Sim,?,?
Amapa,Urbana,9,Preta,Sim,Nao,?,?
Amapa,Urbana,9,Preta,Sim,Nao,?,?
Amapa,Urbana,9,Preta,Sim,Nao,?,?
Amapa,Urbana,9,Preta,Sim,?,?,?
Amapa,Urbana,9,Preta,Sim,?,?,?
Amapa,Urbana,9,Preta,Sim,?,?,?
Amapa,Urbana,9,Preta,?,?,?,?
Amapa,Urbana,9,Preta,Nao,Nao,?,?
Amapa,Urbana,6,Parda,Sim,Sim,?,?
Amapa,Urbana,6,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,6,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,6,Parda,Sim,Nao,?,?
Amapa,Urbana,6,Parda,?,?,?,?
Amapa,Urbana,6,Parda,Nao,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,5,Parda,?,?,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Sim,Sim,Nao
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,?,?,?
Amapa,Urbana,9,Parda,?,?,?,?
Amapa,Urbana,9,Parda,Sim,Sim,Nao,?
Amapa,Urbana,9,Parda,Nao,?,?,?
Amapa,Urbana,3,Branca,Sim,Sim,Nao,?
Amapa,Urbana,3,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Nao,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Branca,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Parda,Sim,Sim,?,?
Amapa,Urbana,5,Branca,?,?,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Branca,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,?,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Branca,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,2,Branca,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Nao,Nao,?,?
Amapa,Urbana,1,Branca,Nao,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Sim,?,?
Amapa,Urbana,3,Branca,Sim,?,?,?
Amapa,Urbana,3,Parda,Nao,Nao,?,?
Amapa,Urbana,4,Preta,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Preta,Sim,Nao,?,?
Amapa,Urbana,4,Branca,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Sim,?,?
Amapa,Urbana,5,Parda,Sim,Sim,?,?
Amapa,Urbana,5,Parda,Sim,Sim,Sim,Nao
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Parda,Nao,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Sim,?,?
Amapa,Urbana,5,Parda,Sim,Sim,?,Sim
Amapa,Urbana,5,Branca,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,?,?,?
Amapa,Urbana,3,Parda,Sim,Sim,?,?
Amapa,Urbana,3,Parda,Nao,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,Nao
Amapa,Urbana,4,Parda,Sim,Sim,Nao,Nao
Amapa,Urbana,4,Branca,Sim,Nao,?,?
Amapa,Urbana,4,Branca,?,?,?,?
Amapa,Urbana,2,Parda,Sim,Sim,?,Nao
Amapa,Urbana,2,Parda,Sim,Sim,Nao,Nao
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Sim,Nao,Nao
Amapa,Urbana,9,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,9,Branca,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,Nao,?,?
Amapa,Urbana,9,Branca,Sim,Nao,?,?
Amapa,Urbana,9,Branca,Sim,Nao,?,?
Amapa,Urbana,9,Parda,Sim,?,?,?
Amapa,Urbana,9,Parda,Sim,?,?,?
Amapa,Urbana,5,Parda,Nao,Sim,?,?
Amapa,Urbana,5,Parda,Sim,Sim,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,5,Branca,Sim,Sim,Nao,Sim
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,?,?,?
Amapa,Urbana,2,Parda,Sim,Sim,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,6,Parda,Sim,Sim,?,?
Amapa,Urbana,6,Parda,Sim,Sim,?,?
Amapa,Urbana,6,Parda,Sim,Sim,?,?
Amapa,Urbana,6,Parda,Sim,Sim,Nao,Nao
Amapa,Urbana,6,Parda,Sim,?,?,?
Amapa,Urbana,6,Parda,Sim,Sim,Nao,Nao
Amapa,Urbana,5,Branca,Sim,Sim,Nao,Sim
Amapa,Urbana,5,Branca,Sim,Nao,?,?
Amapa,Urbana,5,Branca,Sim,Nao,?,?
Amapa,Urbana,5,Branca,Sim,Nao,?,?
Amapa,Urbana,5,Branca,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Sim,Nao,Nao
Amapa,Urbana,2,Parda,Sim,Sim,Sim,Nao
Amapa,Urbana,4,Parda,Sim,Sim,?,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,?,?,?
Amapa,Urbana,4,Parda,Sim,?,?,?
Amapa,Urbana,2,Parda,Sim,Sim,Nao,Nao
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,7,Parda,Nao,Nao,?,?
Amapa,Urbana,7,Branca,Sim,Sim,?,?
Amapa,Urbana,7,Branca,Sim,Sim,?,?
Amapa,Urbana,7,Parda,Sim,Sim,?,?
Amapa,Urbana,7,Parda,Sim,Sim,?,?
Amapa,Urbana,7,Branca,Sim,Nao,?,?
Amapa,Urbana,7,Branca,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Sim,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Sim,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Sim,Nao,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Sim,Nao,?,?
Amapa,Urbana,3,Parda,Sim,?,?,?
Amapa,Urbana,2,Parda,Nao,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,3,Preta,Sim,Sim,?,?
Amapa,Urbana,3,Preta,Sim,Nao,?,?
Amapa,Urbana,3,Preta,Nao,?,?,?
Amapa,Urbana,5,Parda,Sim,Sim,Nao,Sim
Amapa,Urbana,5,Parda,Sim,Sim,Nao,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Parda,Sim,?,?,?
Amapa,Urbana,5,Parda,Nao,Nao,?,?
Amapa,Urbana,5,Parda,Nao,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,2,Parda,Sim,Sim,?,?
Amapa,Urbana,2,Parda,Sim,Nao,?,?
Amapa,Urbana,11,Parda,Sim,Sim,?,Nao
Amapa,Urbana,11,Parda,Sim,Nao,?,?
Amapa,Urbana,11,Parda,Sim,Sim,Sim,Nao
Amapa,Urbana,11,Parda,Sim,Nao,?,?
Amapa,Urbana,11,Parda,Sim,Nao,?,?
Amapa,Urbana,11,Parda,Sim,?,?,?
Amapa,Urbana,11,Parda,Sim,Nao,?,?
Amapa,Urbana,11,Parda,?,?,?,?
Amapa,Urbana,11,Parda,?,?,?,?
Amapa,Urbana,11,Parda,?,?,?,?
Amapa,Urbana,11,Parda,?,?,?,?
Amapa,Urbana,7,Parda,Sim,Sim,?,?
Amapa,Urbana,7,Parda,Sim,Nao,?,?
Amapa,Urbana,7,Parda,Sim,Nao,?,?
Amapa,Urbana,7,Parda,Sim,Nao,?,?
Amapa,Urbana,7,Parda,Sim,Nao,?,?
Amapa,Urbana,7,Parda,Sim,?,?,?
Amapa,Urbana,7,Parda,?,?,?,?
Amapa,Urbana,1,Parda,Nao,Nao,?,?
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Parda,Sim,?,?,?
Amapa,Rural,4,Parda,?,?,?,?
Amapa,Rural,4,Parda,Nao,Nao,?,?
Amapa,Rural,4,Parda,Nao,Nao,?,?
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Parda,?,?,?,?
Amapa,Rural,6,Preta,Sim,Nao,?,?
Amapa,Rural,6,Preta,Sim,Nao,?,?
Amapa,Rural,6,Parda,Sim,?,?,?
Amapa,Rural,6,Parda,Sim,?,?,?
Amapa,Rural,6,Parda,Nao,?,?,?
Amapa,Rural,6,Parda,?,?,?,?
Amapa,Rural,1,Preta,Sim,Sim,Sim,Nao
Amapa,Rural,3,Parda,Nao,Sim,?,?
Amapa,Rural,3,Parda,Sim,Nao,?,?
Amapa,Rural,3,Parda,Sim,Nao,?,?
Amapa,Rural,3,Amarela,Sim,Nao,?,?
Amapa,Rural,3,Parda,Sim,Nao,?,?
Amapa,Rural,3,Parda,?,?,?,?
Amapa,Rural,5,Parda,Nao,Sim,?,Nao
Amapa,Rural,5,Parda,Sim,Sim,Nao,Nao
Amapa,Rural,5,Parda,?,?,?,?
Amapa,Rural,5,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,Sim,?,?,?
Amapa,Rural,2,Parda,Nao,Nao,?,?
Amapa,Rural,2,Parda,Sim,Nao,?,?
Amapa,Rural,1,Parda,Sim,Sim,?,?
Amapa,Rural,8,Parda,Sim,Sim,Nao,?
Amapa,Rural,8,Parda,Sim,Sim,Nao,?
Amapa,Rural,8,Parda,Sim,Sim,Nao,Nao
Amapa,Rural,8,Parda,Sim,Sim,Nao,Nao
Amapa,Rural,8,Parda,Sim,Nao,?,?
Amapa,Rural,8,Parda,Sim,Nao,?,?
Amapa,Rural,8,Parda,Sim,?,?,?
Amapa,Rural,8,Parda,Sim,?,?,?
Amapa,Rural,1,Parda,Sim,Sim,?,?
Amapa,Rural,6,Parda,Sim,Sim,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,6,Parda,Sim,?,?,?
Amapa,Rural,6,Parda,Nao,?,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,2,Parda,Sim,Sim,?,Nao
Amapa,Rural,2,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,Sim,Sim,Nao,?
Amapa,Rural,5,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,Sim,?,?,?
Amapa,Rural,5,Parda,?,?,?,?
Amapa,Rural,5,Parda,Sim,Sim,?,?
Amapa,Rural,5,Parda,Sim,?,?,?
Amapa,Rural,5,Parda,Sim,?,?,?
Amapa,Rural,5,Parda,?,?,?,?
Amapa,Rural,5,Parda,?,?,?,?
Amapa,Rural,2,Parda,Sim,Sim,?,?
Amapa,Rural,2,Parda,Sim,Nao,?,?
Amapa,Rural,1,Parda,Sim,Nao,?,?
Amapa,Rural,1,Parda,Sim,Nao,?,?
Amapa,Rural,1,Preta,Nao,Nao,?,?
Amapa,Rural,3,Parda,Sim,Sim,?,?
Amapa,Rural,3,Parda,Sim,Sim,?,?
Amapa,Rural,3,Parda,Sim,Nao,?,?
Amapa,Rural,7,Parda,Sim,Nao,?,?
Amapa,Rural,7,Parda,Sim,Nao,?,?
Amapa,Rural,7,Parda,Sim,Nao,?,?
Amapa,Rural,7,Parda,Sim,?,?,?
Amapa,Rural,7,Parda,Sim,?,?,?
Amapa,Rural,7,Parda,Nao,?,?,?
Amapa,Rural,7,Parda,?,?,?,?
Amapa,Rural,6,Indigena,Sim,Sim,?,?
Amapa,Rural,6,Parda,Sim,Sim,?,?
Amapa,Rural,6,Branca,Sim,Nao,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,6,Branca,Sim,?,?,?
Amapa,Rural,6,Branca,Sim,?,?,?
Amapa,Rural,4,Parda,Sim,Sim,Nao,Nao
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Parda,Sim,?,?,?
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Parda,Nao,Nao,?,?
Amapa,Rural,4,Parda,Nao,Nao,?,?
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Branca,Sim,Nao,?,?
Amapa,Rural,8,Parda,Sim,Sim,?,?
Amapa,Rural,8,Parda,Sim,Sim,?,?
Amapa,Rural,8,Parda,Nao,?,?,?
Amapa,Rural,8,Parda,?,?,?,?
Amapa,Rural,8,Parda,Sim,Nao,?,?
Amapa,Rural,8,Parda,Sim,Nao,?,?
Amapa,Rural,8,Parda,Sim,?,?,?
Amapa,Rural,8,Parda,Sim,?,?,?
Amapa,Rural,3,Parda,Sim,Sim,?,?
Amapa,Rural,3,Parda,Sim,Nao,?,?
Amapa,Rural,3,Parda,Sim,Sim,?,Nao
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Preta,Sim,Sim,?,Nao
Amapa,Rural,4,Parda,?,?,?,?
Amapa,Rural,4,Parda,?,?,?,?
Amapa,Rural,6,Parda,Sim,Sim,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,6,Parda,Sim,?,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,6,Parda,?,?,?,?
Amapa,Rural,5,Branca,Sim,Sim,?,?
Amapa,Rural,5,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,?,?,?,?
Amapa,Rural,5,Parda,?,?,?,?
Amapa,Rural,5,Parda,Sim,?,?,?
Amapa,Rural,2,Parda,Sim,Sim,?,?
Amapa,Rural,2,Parda,Sim,?,?,?
Amapa,Rural,1,Parda,Nao,Nao,?,?
Amapa,Rural,3,Parda,Nao,Nao,?,?
Amapa,Rural,3,Parda,Sim,Nao,?,?
Amapa,Rural,3,Parda,Sim,?,?,?
Amapa,Rural,7,Parda,Sim,Nao,?,?
Amapa,Rural,7,Parda,Sim,Sim,Nao,Nao
Amapa,Rural,7,Parda,Sim,?,?,?
Amapa,Rural,7,Parda,Sim,?,?,?
Amapa,Rural,7,Parda,Nao,?,?,?
Amapa,Rural,7,Parda,Sim,Nao,?,?
Amapa,Rural,7,Parda,Sim,Nao,?,?
Amapa,Rural,4,Parda,Sim,Sim,?,Nao
Amapa,Rural,4,Parda,Sim,Sim,?,Nao
Amapa,Rural,4,Parda,Sim,?,?,?
Amapa,Rural,4,Parda,Sim,?,?,?
Amapa,Rural,3,Parda,Sim,Sim,Nao,Sim
Amapa,Rural,3,Branca,Sim,Nao,?,?
Amapa,Rural,3,Parda,?,?,?,?
Amapa,Rural,2,Parda,Sim,Sim,Nao,Sim
Amapa,Rural,2,Parda,Sim,Nao,?,?
Amapa,Rural,2,Parda,Nao,Sim,?,Nao
Amapa,Rural,2,Parda,Sim,Nao,?,?
Amapa,Rural,2,Parda,Nao,Sim,?,?
Amapa,Rural,2,Branca,Nao,Nao,?,?
Amapa,Rural,5,Branca,Sim,Sim,?,?
Amapa,Rural,5,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,Nao,?,?,?
Amapa,Rural,5,Branca,?,?,?,?
Amapa,Rural,5,Parda,?,?,?,?
Amapa,Rural,5,Branca,Sim,Sim,?,?
Amapa,Rural,5,Parda,Sim,Sim,Nao,Sim
Amapa,Rural,5,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,Sim,?,?,?
Amapa,Rural,5,Parda,Sim,?,?,?
Amapa,Rural,1,Parda,Sim,Sim,?,?
Amapa,Rural,2,Parda,Sim,Nao,?,?
Amapa,Rural,2,Parda,Nao,Nao,?,?
Amapa,Rural,2,Parda,Nao,Nao,?,?
Amapa,Rural,2,Branca,Sim,Nao,?,?
Amapa,Rural,2,Parda,Nao,Nao,?,?
Amapa,Rural,2,Parda,Nao,Nao,?,?
Amapa,Rural,1,Branca,Sim,Sim,?,?
Amapa,Rural,5,Parda,Nao,Sim,?,?
Amapa,Rural,5,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,Sim,Sim,?,?
Amapa,Rural,5,Parda,Sim,?,?,?
Amapa,Rural,5,Parda,?,?,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,6,Parda,Sim,?,?,?
Amapa,Rural,6,Parda,Sim,?,?,?
Amapa,Rural,6,Parda,Sim,?,?,?
Amapa,Rural,6,Parda,?,?,?,?
Amapa,Rural,6,Parda,Sim,Sim,?,?
Amapa,Rural,6,Parda,Sim,Nao,?,?
Amapa,Rural,6,Parda,Sim,?,?,?
Amapa,Rural,6,Parda,Sim,?,?,?
Amapa,Rural,6,Parda,Nao,?,?,?
Amapa,Rural,6,Parda,?,?,?,?
Amapa,Rural,4,Branca,Sim,Sim,?,?
Amapa,Rural,4,Branca,Sim,Nao,?,?
Amapa,Rural,4,Branca,Sim,Nao,?,?
Amapa,Rural,4,Branca,Sim,Nao,?,?
Amapa,Rural,3,Parda,Sim,Sim,?,?
Amapa,Rural,3,Branca,Sim,Sim,?,?
Amapa,Rural,3,Branca,Sim,Sim,?,?
Amapa,Rural,1,Branca,Sim,Sim,?,?
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,4,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,Nao,Nao,?,?
Amapa,Rural,5,Parda,Sim,Nao,?,?
Amapa,Rural,5,Parda,Sim,?,?,?
Amapa,Rural,5,Parda,Nao,?,?,?
Amapa,Rural,5,Branca,?,?,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Nao,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,5,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,Sim,Nao,?
Amapa,Urbana,4,Parda,Sim,Nao,?,?
Amapa,Urbana,4,Parda,Sim,?,?,?
Amapa,Urbana,4,Parda,?,?,?,?
Amapa,Urbana,4,Parda,Sim,Sim,?,?
